Source,Target,Weight,Type
2,85.0,3,Directed
2,87.0,4,Directed
2,88.0,79,Directed
2,89.0,24,Directed
2,90.0,67,Directed
2,92.0,1,Directed
2,93.0,17,Directed
2,94.0,1,Directed
2,102.0,5,Directed
2,103.0,1,Directed
2,104.0,2,Directed
2,105.0,19,Directed
2,108.0,2,Directed
2,109.0,41,Directed
2,110.0,17,Directed
2,111.0,22,Directed
2,112.0,1,Directed
2,113.0,4,Directed
2,114.0,2,Directed
2,115.0,23,Directed
2,116.0,1,Directed
2,117.0,23,Directed
2,118.0,3,Directed
2,119.0,5,Directed
2,120.0,17,Directed
2,121.0,11,Directed
2,122.0,21,Directed
2,125.0,3,Directed
2,126.0,1,Directed
2,127.0,1,Directed
2,129.0,48,Directed
2,134.0,4,Directed
2,135.0,7,Directed
2,137.0,42,Directed
2,138.0,14,Directed
2,140.0,25,Directed
2,141.0,49,Directed
2,144.0,84,Directed
2,147.0,2,Directed
2,149.0,5,Directed
2,153.0,1,Directed
2,154.0,6,Directed
2,157.0,3,Directed
2,158.0,4,Directed
2,163.0,2,Directed
2,164.0,16,Directed
2,165.0,1,Directed
2,168.0,1,Directed
2,169.0,6,Directed
2,170.0,51,Directed
2,171.0,1,Directed
2,172.0,1,Directed
2,173.0,2,Directed
2,175.0,3,Directed
2,178.0,2,Directed
2,179.0,3,Directed
2,181.0,73,Directed
2,182.0,12,Directed
2,184.0,12,Directed
2,185.0,18,Directed
2,186.0,11,Directed
2,187.0,4,Directed
2,188.0,16,Directed
2,189.0,6,Directed
2,193.0,2,Directed
2,196.0,3,Directed
2,197.0,1,Directed
2,198.0,1,Directed
2,201.0,35,Directed
2,202.0,5,Directed
2,203.0,52,Directed
2,204.0,13,Directed
3,2.0,6,Directed
3,4.0,92,Directed
3,16.0,2,Directed
3,19.0,1,Directed
3,20.0,1,Directed
3,26.0,2,Directed
3,37.0,3,Directed
3,41.0,1,Directed
3,58.0,2,Directed
3,59.0,1,Directed
3,63.0,2,Directed
3,75.0,18,Directed
3,77.0,24,Directed
3,78.0,1,Directed
3,83.0,1,Directed
3,87.0,7,Directed
3,92.0,1,Directed
3,95.0,18,Directed
3,96.0,19,Directed
3,103.0,14,Directed
3,110.0,1,Directed
3,111.0,4,Directed
3,118.0,1,Directed
3,120.0,3,Directed
3,133.0,4,Directed
3,137.0,32,Directed
3,140.0,1,Directed
3,141.0,2,Directed
3,147.0,1,Directed
3,149.0,8,Directed
3,154.0,1,Directed
3,164.0,3,Directed
3,168.0,35,Directed
3,169.0,52,Directed
3,170.0,2,Directed
3,181.0,3,Directed
3,184.0,5,Directed
3,185.0,2,Directed
3,187.0,3,Directed
3,189.0,5,Directed
4,2.0,3,Directed
4,3.0,91,Directed
4,19.0,1,Directed
4,34.0,1,Directed
4,43.0,1,Directed
4,46.0,4,Directed
4,57.0,1,Directed
4,58.0,3,Directed
4,59.0,1,Directed
4,60.0,1,Directed
4,64.0,4,Directed
4,66.0,2,Directed
4,67.0,3,Directed
4,70.0,1,Directed
4,75.0,89,Directed
4,77.0,28,Directed
4,78.0,1,Directed
4,83.0,2,Directed
4,85.0,5,Directed
4,87.0,4,Directed
4,90.0,7,Directed
4,91.0,2,Directed
4,95.0,58,Directed
4,96.0,45,Directed
4,101.0,1,Directed
4,103.0,39,Directed
4,105.0,1,Directed
4,107.0,1,Directed
4,109.0,2,Directed
4,110.0,4,Directed
4,111.0,6,Directed
4,113.0,3,Directed
4,118.0,1,Directed
4,119.0,2,Directed
4,121.0,1,Directed
4,137.0,15,Directed
4,140.0,3,Directed
4,149.0,8,Directed
4,155.0,1,Directed
4,157.0,7,Directed
4,158.0,1,Directed
4,164.0,1,Directed
4,168.0,57,Directed
4,169.0,24,Directed
4,178.0,1,Directed
4,181.0,3,Directed
4,184.0,5,Directed
4,185.0,3,Directed
4,188.0,1,Directed
4,189.0,24,Directed
4,197.0,1,Directed
4,201.0,2,Directed
5,0.0,1,Directed
5,1.0,10,Directed
5,2.0,1,Directed
5,10.0,26,Directed
5,11.0,19,Directed
5,12.0,1,Directed
5,13.0,2,Directed
5,15.0,2,Directed
5,18.0,9,Directed
5,19.0,77,Directed
5,20.0,16,Directed
5,23.0,5,Directed
5,24.0,10,Directed
5,26.0,2,Directed
5,31.0,3,Directed
5,32.0,1,Directed
5,34.0,26,Directed
5,36.0,8,Directed
5,38.0,1,Directed
5,40.0,1,Directed
5,41.0,37,Directed
5,42.0,23,Directed
5,44.0,2,Directed
5,46.0,5,Directed
5,49.0,5,Directed
5,50.0,1,Directed
5,51.0,17,Directed
5,56.0,2,Directed
5,57.0,11,Directed
5,58.0,11,Directed
5,59.0,27,Directed
5,60.0,2,Directed
5,61.0,1,Directed
5,62.0,4,Directed
5,66.0,1,Directed
5,67.0,3,Directed
5,68.0,3,Directed
5,70.0,1,Directed
5,74.0,1,Directed
5,77.0,2,Directed
5,80.0,4,Directed
5,81.0,4,Directed
5,83.0,2,Directed
5,87.0,4,Directed
5,91.0,47,Directed
5,92.0,58,Directed
5,93.0,1,Directed
5,97.0,6,Directed
5,98.0,6,Directed
5,105.0,3,Directed
5,109.0,11,Directed
5,110.0,3,Directed
5,111.0,5,Directed
5,112.0,2,Directed
5,113.0,12,Directed
5,114.0,10,Directed
5,115.0,5,Directed
5,116.0,10,Directed
5,117.0,1,Directed
5,118.0,2,Directed
5,122.0,1,Directed
5,126.0,22,Directed
5,127.0,18,Directed
5,131.0,2,Directed
5,132.0,1,Directed
5,137.0,6,Directed
5,138.0,7,Directed
5,139.0,1,Directed
5,142.0,4,Directed
5,144.0,2,Directed
5,147.0,2,Directed
5,150.0,3,Directed
5,153.0,11,Directed
5,154.0,7,Directed
5,155.0,45,Directed
5,157.0,5,Directed
5,158.0,7,Directed
5,162.0,1,Directed
5,164.0,3,Directed
5,168.0,2,Directed
5,170.0,2,Directed
5,172.0,7,Directed
5,173.0,1,Directed
5,174.0,2,Directed
5,176.0,1,Directed
5,178.0,21,Directed
5,179.0,21,Directed
5,180.0,16,Directed
5,183.0,2,Directed
5,187.0,5,Directed
5,189.0,3,Directed
5,190.0,13,Directed
5,191.0,30,Directed
5,192.0,6,Directed
5,193.0,10,Directed
5,195.0,3,Directed
5,196.0,7,Directed
5,197.0,30,Directed
5,198.0,23,Directed
5,199.0,2,Directed
6,2.0,3,Directed
6,3.0,2,Directed
6,7.0,3,Directed
6,8.0,14,Directed
6,15.0,9,Directed
6,16.0,6,Directed
6,18.0,3,Directed
6,19.0,3,Directed
6,26.0,1,Directed
6,31.0,1,Directed
6,35.0,2,Directed
6,38.0,6,Directed
6,42.0,1,Directed
6,43.0,59,Directed
6,45.0,2,Directed
6,46.0,18,Directed
6,49.0,1,Directed
6,54.0,1,Directed
6,55.0,8,Directed
6,60.0,14,Directed
6,63.0,1,Directed
6,64.0,1,Directed
6,65.0,2,Directed
6,67.0,7,Directed
6,68.0,1,Directed
6,70.0,12,Directed
6,74.0,1,Directed
6,75.0,1,Directed
6,87.0,1,Directed
6,88.0,2,Directed
6,89.0,5,Directed
6,90.0,2,Directed
6,91.0,1,Directed
6,92.0,1,Directed
6,93.0,15,Directed
6,100.0,1,Directed
6,101.0,1,Directed
6,102.0,4,Directed
6,104.0,2,Directed
6,105.0,3,Directed
6,112.0,1,Directed
6,113.0,1,Directed
6,114.0,2,Directed
6,115.0,4,Directed
6,116.0,1,Directed
6,117.0,15,Directed
6,119.0,10,Directed
6,120.0,2,Directed
6,122.0,2,Directed
6,124.0,3,Directed
6,129.0,4,Directed
6,134.0,11,Directed
6,137.0,6,Directed
6,138.0,12,Directed
6,140.0,1,Directed
6,141.0,1,Directed
6,151.0,1,Directed
6,154.0,4,Directed
6,156.0,1,Directed
6,157.0,2,Directed
6,161.0,1,Directed
6,164.0,5,Directed
6,168.0,1,Directed
6,170.0,3,Directed
6,173.0,1,Directed
6,178.0,1,Directed
6,179.0,1,Directed
6,181.0,3,Directed
6,184.0,1,Directed
6,185.0,1,Directed
6,188.0,15,Directed
6,201.0,4,Directed
6,202.0,1,Directed
6,203.0,33,Directed
6,204.0,62,Directed
7,2.0,34,Directed
7,6.0,6,Directed
7,8.0,6,Directed
7,15.0,2,Directed
7,16.0,9,Directed
7,18.0,2,Directed
7,20.0,1,Directed
7,23.0,1,Directed
7,25.0,1,Directed
7,34.0,2,Directed
7,38.0,15,Directed
7,43.0,4,Directed
7,45.0,22,Directed
7,46.0,8,Directed
7,54.0,24,Directed
7,55.0,10,Directed
7,60.0,4,Directed
7,63.0,32,Directed
7,66.0,1,Directed
7,68.0,1,Directed
7,70.0,3,Directed
7,74.0,1,Directed
7,75.0,1,Directed
7,77.0,1,Directed
7,87.0,2,Directed
7,88.0,2,Directed
7,89.0,2,Directed
7,90.0,10,Directed
7,91.0,11,Directed
7,93.0,9,Directed
7,101.0,1,Directed
7,102.0,3,Directed
7,105.0,3,Directed
7,108.0,3,Directed
7,109.0,3,Directed
7,111.0,1,Directed
7,114.0,1,Directed
7,117.0,2,Directed
7,119.0,3,Directed
7,120.0,2,Directed
7,121.0,2,Directed
7,122.0,2,Directed
7,129.0,5,Directed
7,134.0,7,Directed
7,137.0,3,Directed
7,138.0,1,Directed
7,140.0,4,Directed
7,141.0,6,Directed
7,144.0,15,Directed
7,153.0,2,Directed
7,154.0,3,Directed
7,160.0,2,Directed
7,164.0,3,Directed
7,169.0,3,Directed
7,170.0,1,Directed
7,171.0,1,Directed
7,175.0,1,Directed
7,181.0,1,Directed
7,185.0,7,Directed
7,186.0,3,Directed
7,187.0,1,Directed
7,188.0,17,Directed
7,190.0,1,Directed
7,192.0,2,Directed
7,201.0,3,Directed
7,202.0,2,Directed
7,203.0,24,Directed
7,204.0,7,Directed
8,2.0,13,Directed
8,3.0,2,Directed
8,4.0,1,Directed
8,5.0,1,Directed
8,6.0,19,Directed
8,7.0,5,Directed
8,15.0,13,Directed
8,16.0,6,Directed
8,18.0,11,Directed
8,19.0,3,Directed
8,22.0,1,Directed
8,23.0,2,Directed
8,27.0,1,Directed
8,29.0,1,Directed
8,33.0,1,Directed
8,35.0,13,Directed
8,38.0,12,Directed
8,41.0,1,Directed
8,42.0,1,Directed
8,43.0,31,Directed
8,45.0,8,Directed
8,46.0,17,Directed
8,47.0,1,Directed
8,48.0,1,Directed
8,49.0,1,Directed
8,55.0,8,Directed
8,58.0,1,Directed
8,60.0,10,Directed
8,63.0,2,Directed
8,64.0,1,Directed
8,66.0,1,Directed
8,67.0,6,Directed
8,68.0,4,Directed
8,69.0,18,Directed
8,70.0,4,Directed
8,72.0,4,Directed
8,73.0,2,Directed
8,74.0,19,Directed
8,76.0,2,Directed
8,77.0,6,Directed
8,80.0,2,Directed
8,82.0,2,Directed
8,83.0,3,Directed
8,86.0,9,Directed
8,87.0,3,Directed
8,88.0,2,Directed
8,89.0,3,Directed
8,90.0,6,Directed
8,93.0,58,Directed
8,100.0,12,Directed
8,101.0,16,Directed
8,102.0,134,Directed
8,105.0,8,Directed
8,106.0,3,Directed
8,107.0,5,Directed
8,108.0,2,Directed
8,109.0,9,Directed
8,110.0,1,Directed
8,111.0,1,Directed
8,112.0,10,Directed
8,113.0,1,Directed
8,114.0,1,Directed
8,115.0,1,Directed
8,117.0,24,Directed
8,118.0,7,Directed
8,119.0,12,Directed
8,120.0,2,Directed
8,124.0,20,Directed
8,125.0,7,Directed
8,127.0,2,Directed
8,129.0,21,Directed
8,130.0,1,Directed
8,134.0,25,Directed
8,137.0,7,Directed
8,138.0,25,Directed
8,140.0,1,Directed
8,141.0,6,Directed
8,144.0,2,Directed
8,146.0,1,Directed
8,151.0,3,Directed
8,152.0,2,Directed
8,153.0,3,Directed
8,154.0,17,Directed
8,156.0,1,Directed
8,157.0,3,Directed
8,158.0,2,Directed
8,161.0,14,Directed
8,164.0,7,Directed
8,170.0,19,Directed
8,171.0,1,Directed
8,172.0,3,Directed
8,173.0,2,Directed
8,174.0,2,Directed
8,179.0,3,Directed
8,181.0,4,Directed
8,182.0,1,Directed
8,184.0,2,Directed
8,185.0,3,Directed
8,186.0,1,Directed
8,187.0,6,Directed
8,188.0,12,Directed
8,190.0,2,Directed
8,195.0,4,Directed
8,196.0,4,Directed
8,199.0,1,Directed
8,201.0,4,Directed
8,202.0,1,Directed
8,203.0,71,Directed
8,204.0,117,Directed
9,8.0,1,Directed
9,17.0,2,Directed
9,23.0,2,Directed
9,26.0,1,Directed
9,39.0,14,Directed
9,48.0,4,Directed
9,52.0,22,Directed
9,53.0,28,Directed
9,69.0,3,Directed
9,71.0,44,Directed
9,72.0,2,Directed
9,73.0,5,Directed
9,76.0,10,Directed
9,82.0,1,Directed
9,90.0,2,Directed
9,102.0,1,Directed
9,107.0,2,Directed
9,108.0,1,Directed
9,112.0,2,Directed
9,124.0,2,Directed
9,127.0,1,Directed
9,128.0,23,Directed
9,136.0,1,Directed
9,145.0,1,Directed
9,146.0,42,Directed
9,152.0,1,Directed
9,165.0,239,Directed
9,166.0,12,Directed
9,167.0,4,Directed
9,188.0,2,Directed
9,194.0,9,Directed
9,200.0,7,Directed
10,1.0,18,Directed
10,2.0,1,Directed
10,5.0,20,Directed
10,6.0,3,Directed
10,8.0,1,Directed
10,11.0,5,Directed
10,14.0,4,Directed
10,15.0,1,Directed
10,16.0,4,Directed
10,18.0,51,Directed
10,19.0,47,Directed
10,20.0,184,Directed
10,23.0,9,Directed
10,24.0,6,Directed
10,26.0,1,Directed
10,27.0,5,Directed
10,28.0,3,Directed
10,30.0,3,Directed
10,31.0,124,Directed
10,32.0,2,Directed
10,34.0,11,Directed
10,35.0,1,Directed
10,36.0,1,Directed
10,37.0,1,Directed
10,38.0,1,Directed
10,40.0,1,Directed
10,41.0,71,Directed
10,42.0,3,Directed
10,44.0,2,Directed
10,46.0,14,Directed
10,49.0,10,Directed
10,50.0,12,Directed
10,51.0,2,Directed
10,56.0,5,Directed
10,57.0,2,Directed
10,58.0,9,Directed
10,59.0,1,Directed
10,60.0,1,Directed
10,61.0,4,Directed
10,62.0,14,Directed
10,67.0,1,Directed
10,80.0,3,Directed
10,81.0,1,Directed
10,83.0,1,Directed
10,87.0,2,Directed
10,88.0,2,Directed
10,90.0,1,Directed
10,91.0,4,Directed
10,92.0,4,Directed
10,98.0,2,Directed
10,104.0,1,Directed
10,105.0,2,Directed
10,109.0,17,Directed
10,110.0,1,Directed
10,112.0,5,Directed
10,113.0,15,Directed
10,114.0,2,Directed
10,115.0,2,Directed
10,116.0,7,Directed
10,118.0,1,Directed
10,120.0,1,Directed
10,122.0,1,Directed
10,126.0,35,Directed
10,127.0,16,Directed
10,129.0,1,Directed
10,130.0,5,Directed
10,131.0,3,Directed
10,132.0,1,Directed
10,135.0,1,Directed
10,137.0,14,Directed
10,138.0,26,Directed
10,139.0,2,Directed
10,140.0,1,Directed
10,142.0,9,Directed
10,143.0,2,Directed
10,150.0,46,Directed
10,151.0,1,Directed
10,153.0,32,Directed
10,154.0,11,Directed
10,155.0,16,Directed
10,156.0,1,Directed
10,157.0,3,Directed
10,158.0,1,Directed
10,159.0,1,Directed
10,162.0,6,Directed
10,164.0,7,Directed
10,168.0,2,Directed
10,170.0,1,Directed
10,172.0,5,Directed
10,173.0,1,Directed
10,174.0,4,Directed
10,176.0,25,Directed
10,177.0,36,Directed
10,178.0,48,Directed
10,179.0,118,Directed
10,180.0,14,Directed
10,183.0,2,Directed
10,189.0,1,Directed
10,190.0,23,Directed
10,191.0,14,Directed
10,192.0,27,Directed
10,193.0,4,Directed
10,196.0,3,Directed
10,197.0,61,Directed
10,198.0,27,Directed
10,199.0,6,Directed
11,0.0,2,Directed
11,1.0,1,Directed
11,5.0,24,Directed
11,10.0,3,Directed
11,14.0,1,Directed
11,18.0,12,Directed
11,19.0,11,Directed
11,20.0,15,Directed
11,21.0,2,Directed
11,24.0,2,Directed
11,26.0,2,Directed
11,29.0,1,Directed
11,31.0,6,Directed
11,34.0,4,Directed
11,36.0,10,Directed
11,41.0,9,Directed
11,44.0,2,Directed
11,46.0,1,Directed
11,51.0,22,Directed
11,53.0,1,Directed
11,55.0,1,Directed
11,58.0,1,Directed
11,59.0,4,Directed
11,62.0,1,Directed
11,67.0,1,Directed
11,73.0,1,Directed
11,78.0,1,Directed
11,80.0,8,Directed
11,85.0,1,Directed
11,87.0,3,Directed
11,91.0,2,Directed
11,92.0,2,Directed
11,97.0,1,Directed
11,105.0,4,Directed
11,109.0,9,Directed
11,113.0,3,Directed
11,114.0,6,Directed
11,115.0,4,Directed
11,116.0,2,Directed
11,126.0,2,Directed
11,127.0,2,Directed
11,130.0,1,Directed
11,137.0,3,Directed
11,138.0,12,Directed
11,139.0,17,Directed
11,141.0,2,Directed
11,150.0,1,Directed
11,151.0,4,Directed
11,153.0,3,Directed
11,154.0,1,Directed
11,155.0,11,Directed
11,157.0,1,Directed
11,158.0,1,Directed
11,164.0,3,Directed
11,169.0,3,Directed
11,173.0,5,Directed
11,176.0,11,Directed
11,177.0,2,Directed
11,178.0,30,Directed
11,179.0,4,Directed
11,180.0,2,Directed
11,187.0,1,Directed
11,188.0,1,Directed
11,191.0,2,Directed
11,196.0,1,Directed
11,197.0,21,Directed
11,198.0,38,Directed
12,1.0,2,Directed
12,2.0,2,Directed
12,8.0,1,Directed
12,15.0,3,Directed
12,17.0,15,Directed
12,18.0,1,Directed
12,20.0,1,Directed
12,21.0,1,Directed
12,26.0,5,Directed
12,29.0,9,Directed
12,33.0,22,Directed
12,35.0,1,Directed
12,46.0,7,Directed
12,48.0,7,Directed
12,52.0,4,Directed
12,53.0,7,Directed
12,55.0,5,Directed
12,57.0,1,Directed
12,67.0,36,Directed
12,68.0,1,Directed
12,69.0,7,Directed
12,70.0,12,Directed
12,72.0,46,Directed
12,73.0,29,Directed
12,74.0,16,Directed
12,86.0,12,Directed
12,99.0,2,Directed
12,101.0,1,Directed
12,106.0,18,Directed
12,107.0,8,Directed
12,108.0,9,Directed
12,109.0,2,Directed
12,112.0,6,Directed
12,118.0,1,Directed
12,124.0,2,Directed
12,135.0,3,Directed
12,136.0,38,Directed
12,137.0,7,Directed
12,138.0,2,Directed
12,143.0,2,Directed
12,146.0,1,Directed
12,147.0,1,Directed
12,151.0,9,Directed
12,152.0,9,Directed
12,156.0,3,Directed
12,159.0,1,Directed
12,165.0,3,Directed
12,167.0,4,Directed
12,195.0,4,Directed
12,196.0,4,Directed
12,197.0,2,Directed
12,200.0,23,Directed
13,0.0,68,Directed
13,1.0,1,Directed
13,5.0,1,Directed
13,14.0,140,Directed
13,19.0,1,Directed
13,20.0,1,Directed
13,23.0,1,Directed
13,26.0,8,Directed
13,31.0,1,Directed
13,32.0,2,Directed
13,42.0,2,Directed
13,48.0,6,Directed
13,49.0,1,Directed
13,58.0,1,Directed
13,62.0,14,Directed
13,67.0,1,Directed
13,98.0,1,Directed
13,109.0,2,Directed
13,116.0,2,Directed
13,125.0,1,Directed
13,126.0,4,Directed
13,130.0,29,Directed
13,131.0,10,Directed
13,132.0,1,Directed
13,142.0,11,Directed
13,143.0,5,Directed
13,150.0,2,Directed
13,151.0,2,Directed
13,162.0,86,Directed
13,176.0,2,Directed
13,177.0,12,Directed
13,179.0,1,Directed
13,183.0,6,Directed
13,190.0,1,Directed
13,192.0,2,Directed
13,197.0,2,Directed
14,0.0,232,Directed
14,1.0,3,Directed
14,10.0,7,Directed
14,13.0,161,Directed
14,15.0,1,Directed
14,18.0,2,Directed
14,20.0,4,Directed
14,22.0,1,Directed
14,23.0,3,Directed
14,26.0,20,Directed
14,27.0,2,Directed
14,28.0,2,Directed
14,29.0,2,Directed
14,31.0,3,Directed
14,32.0,2,Directed
14,42.0,1,Directed
14,44.0,1,Directed
14,49.0,1,Directed
14,55.0,1,Directed
14,56.0,3,Directed
14,62.0,38,Directed
14,66.0,1,Directed
14,68.0,1,Directed
14,69.0,1,Directed
14,70.0,1,Directed
14,74.0,3,Directed
14,79.0,4,Directed
14,86.0,1,Directed
14,87.0,3,Directed
14,88.0,1,Directed
14,97.0,1,Directed
14,99.0,8,Directed
14,104.0,5,Directed
14,105.0,1,Directed
14,111.0,1,Directed
14,112.0,2,Directed
14,113.0,4,Directed
14,116.0,3,Directed
14,124.0,7,Directed
14,126.0,21,Directed
14,127.0,6,Directed
14,130.0,36,Directed
14,131.0,20,Directed
14,132.0,9,Directed
14,136.0,1,Directed
14,137.0,1,Directed
14,138.0,1,Directed
14,142.0,11,Directed
14,143.0,56,Directed
14,150.0,13,Directed
14,153.0,4,Directed
14,154.0,3,Directed
14,158.0,1,Directed
14,159.0,1,Directed
14,162.0,138,Directed
14,164.0,3,Directed
14,170.0,1,Directed
14,173.0,1,Directed
14,176.0,6,Directed
14,177.0,30,Directed
14,178.0,1,Directed
14,179.0,2,Directed
14,183.0,8,Directed
14,187.0,1,Directed
14,192.0,4,Directed
14,193.0,5,Directed
14,196.0,2,Directed
14,198.0,8,Directed
14,204.0,1,Directed
15,1.0,2,Directed
15,2.0,27,Directed
15,4.0,2,Directed
15,5.0,1,Directed
15,6.0,10,Directed
15,8.0,32,Directed
15,16.0,105,Directed
15,17.0,1,Directed
15,18.0,52,Directed
15,19.0,22,Directed
15,20.0,6,Directed
15,23.0,57,Directed
15,26.0,3,Directed
15,27.0,1,Directed
15,28.0,11,Directed
15,29.0,4,Directed
15,31.0,1,Directed
15,32.0,2,Directed
15,34.0,8,Directed
15,35.0,63,Directed
15,37.0,7,Directed
15,38.0,32,Directed
15,40.0,10,Directed
15,41.0,8,Directed
15,43.0,5,Directed
15,45.0,7,Directed
15,46.0,79,Directed
15,48.0,1,Directed
15,49.0,2,Directed
15,52.0,1,Directed
15,53.0,1,Directed
15,54.0,1,Directed
15,55.0,2,Directed
15,56.0,9,Directed
15,57.0,14,Directed
15,58.0,16,Directed
15,59.0,2,Directed
15,60.0,32,Directed
15,61.0,3,Directed
15,62.0,1,Directed
15,63.0,2,Directed
15,66.0,30,Directed
15,67.0,20,Directed
15,68.0,18,Directed
15,69.0,15,Directed
15,70.0,7,Directed
15,74.0,1,Directed
15,75.0,2,Directed
15,76.0,2,Directed
15,77.0,2,Directed
15,83.0,38,Directed
15,85.0,4,Directed
15,86.0,2,Directed
15,87.0,10,Directed
15,88.0,10,Directed
15,89.0,30,Directed
15,90.0,26,Directed
15,91.0,1,Directed
15,92.0,2,Directed
15,93.0,25,Directed
15,97.0,2,Directed
15,100.0,2,Directed
15,101.0,2,Directed
15,102.0,3,Directed
15,103.0,4,Directed
15,104.0,9,Directed
15,105.0,34,Directed
15,106.0,1,Directed
